"Mã TTHC","Tên TTHC","Mã cơ quan công bố","Cơ quan công bố","Lĩnh vực","Cấp thực hiện"
"1.000684","Cấp lại, điều chỉnh giấy phép hoạt động đối với cơ sở trợ giúp xã hội có giấy phép hoạt động do Phòng Lao động – Thương binh và Xã hội cấp","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo trợ xã hội","Cấp Huyện"
"1.000688","Cấp Chứng chỉ hành nghề luật sư đối với người được miễn đào tạo nghề luật sư, miễn tập sự hành nghề luật sư","000.00.00.G15","Bộ Tư pháp","Luật sư","Cấp Tỉnh"
"1.000691","Công nhận trường trung học đạt chuẩn Quốc gia","000.00.00.G03","Bộ Giáo dục và Đào tạo","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","Cấp Tỉnh"
"1.000705","Khai thác và sử dụng cơ sở dữ liệu tài nguyên, môi trường biển và hải đảo thông qua phiếu yêu cầu hoặc văn bản yêu cầu (cấp tỉnh)","000.00.00.G13","Bộ Tài nguyên và Môi trường","Biển và hải đảo","Cấp Tỉnh"
"1.000711","Cấp Chứng nhận trường trung học đạt kiểm định chất lượng giáo dục","000.00.00.G03","Bộ Giáo dục và Đào tạo","Kiểm định chất lượng giáo dục","Cấp Tỉnh"
"1.000713","Cấp Chứng nhận trường tiểu học đạt kiểm định chất lượng giáo dục","000.00.00.G03","Bộ Giáo dục và Đào tạo","Kiểm định chất lượng giáo dục","Cấp Tỉnh"
"1.000715","Cấp Chứng nhận trường mầm non đạt kiểm định chất lượng giáo dục","000.00.00.G03","Bộ Giáo dục và Đào tạo","Kiểm định chất lượng giáo dục","Cấp Tỉnh"
"1.000716","Giải thể cơ sở giáo dục mầm non, cơ sở giáo dục phổ thông có vốn đầu tư nước ngoài tại Việt Nam","000.00.00.G03","Bộ Giáo dục và Đào tạo","Đào tạo với nước ngoài","Cấp Tỉnh"
"1.000718","Bổ sung, điều chỉnh quyết định cho phép hoạt động giáo dục đối với cơ sở đào tạo, bồi dưỡng ngắn hạn; cơ sở giáo dục mầm non; cơ sở giáo dục phổ thông có vốn đầu tư nước ngoài tại Việt Nam","000.00.00.G03","Bộ Giáo dục và Đào tạo","Đào tạo với nước ngoài","Cấp Tỉnh"
"1.000728","Chuyển nơi hưởng lương hưu, trợ cấp bảo hiểm xã hội","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo hiểm xã hội","Cấp Tỉnh"
"1.000729","Xếp hạng Trung tâm giáo dục thường xuyên","000.00.00.G03","Bộ Giáo dục và Đào tạo","Giáo dục và Đào tạo thuộc hệ thống giáo dục quốc dân","Cấp Tỉnh"
"1.000730","Hưởng tiếp lương hưu, trợ cấp bảo hiểm xã hội hằng tháng đối với người xuất cảnh trái phép trở về nước định cư hợp pháp và người bị Tòa án tuyên bố là mất tích trở về","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo hiểm xã hội","Cấp Tỉnh"
"1.000735","Hưởng chế độ tử tuất đối với người đang hưởng hoặc đang tạm dừng hưởng lương hưu, trợ cấp tai nạn lao động, bệnh nghề nghiệp hằng tháng chết","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo hiểm xã hội","Cấp Tỉnh"
"1.000744","Sáp nhập, chia tách Trung tâm giáo dục thường xuyên","000.00.00.G03","Bộ Giáo dục và Đào tạo","Giáo dục thường xuyên","Cấp Tỉnh"
"1.000755","Đăng ký biến động đối với trường hợp chuyển từ hình thức thuê đất trả tiền hàng năm sang thuê đất trả tiền một lần cho cả thời gian thuê hoặc từ giao đất không thu tiền sử dụng đất sang hình thức thuê đất hoặc từ thuê đất sang giao đất có thu tiền sử dụng đất.","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Huyện"
"1.000766","Thủ tục đề nghị cấp chứng nhận đăng ký hoạt động tôn giáo cho tổ chức có địa bàn hoạt động ở một tỉnh","000.00.00.G09","Bộ Nội vụ","Tôn giáo Chính phủ","Cấp Tỉnh"
"1.000774","Cấp giấy phép lập cơ sở bán lẻ ngoài cơ sở bán lẻ thứ nhất thuộc trường hợp phải thực hiện thủ tục kiểm tra nhu cầu kinh tế (ENT)","000.00.00.G02","Bộ Công thương","Thương mại quốc tế","Cấp Tỉnh"
"1.000778","Cấp Giấy phép thăm dò khoáng sản","000.00.00.G13","Bộ Tài nguyên và Môi trường","Địa chất và khoáng sản","Cấp Tỉnh"
"1.000780","Thủ tục thông báo tổ chức quyên góp không thuộc quy định tại điểm a và điểm b khoản 3 Điều 19 của Nghị định số 162/2017/NĐ-CP","000.00.00.G09","Bộ Nội vụ","Tôn giáo Chính phủ","Cấp Tỉnh"
"1.000788","Thủ tục thông báo về việc đã giải thể tổ chức tôn giáo trực thuộc có địa bàn hoạt động ở một tỉnh theo quy định của hiến chương của tổ chức","000.00.00.G09","Bộ Nội vụ","Tôn giáo Chính phủ","Cấp Tỉnh"
"1.000793","Cấp lại giấy xác nhận nội dung quảng cáo mỹ phẩm trong trường hợp hết hiệu lực tại Khoản 2 Điều 21 Thông tư số 09/2015/TT-BYT","000.00.00.G18","Bộ Y tế","Mỹ phẩm","Cấp Tỉnh"
"1.000798","Thủ tục chuyển mục đích sử dụng đất phải được phép của cơ quan nhà nước có thẩm quyền đối với hộ gia đình, cá nhân","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Huyện"
"1.000803","Hưởng chế độ tử tuất đối với người đang tham gia đóng bảo hiểm xã hội và người bảo lưu thời gian đóng bảo hiểm xã hội chết","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo hiểm xã hội","Cấp Tỉnh"
"1.000804","Thủ tục tặng Giấy khen của Chủ tịch UBND cấp huyện về thành tích đột xuất","000.00.00.G09","Bộ Nội vụ","Thi đua - khen thưởng","Cấp Huyện"
"1.000813","Đăng ký đất đai lần đầu đối với trường hợp được Nhà nước giao đất để quản lý (cấp tỉnh - trường hợp chưa thành lập VP đăng ký đất đai)","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Tỉnh"
"1.000814","Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Khiêu vũ thể thao","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Thể dục thể thao","Cấp Tỉnh"
"1.000817","Thủ tục đổi Giấy chứng nhận đăng ký hoạt động của cơ sở tư vấn về phòng, chống bạo lực gia đình (thẩm quyền của Uỷ ban nhân dân cấp tỉnh)","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Gia đình","Cấp Tỉnh"
"1.000818","Đăng ký xác lập quyền sử dụng hạn chế thửa đất liền kề sau khi được cấp Giấy chứng nhận lần đầu và đăng ký thay đổi, chấm dứt quyền sử dụng hạn chế thửa đất liền kề (trường hợp chưa thành lập VP đăng ký đất đai)","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Tỉnh"
"1.000824","Cấp lại giấy phép tài nguyên nước (TTHC cấp tỉnh)","000.00.00.G13","Bộ Tài nguyên và Môi trường","Tài nguyên nước","Cấp Tỉnh"
"1.000828","Cấp Chứng chỉ hành nghề luật sư đối với người đạt yêu cầu kiểm tra kết quả tập sự hành nghề luật sư","000.00.00.G15","Bộ Tư pháp","Luật sư","Cấp Tỉnh"
"1.000830","Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Dù lượn và Diều bay","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Thể dục thể thao","Cấp Tỉnh"
"1.000831","Thủ tục cấp Giấy phép điều chỉnh Giấy phép đủ điều kiện kinh doanh dịch vụ karaoke (do cơ quan quản lý nhà nước về văn hóa cấp huyện cấp)","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Văn hóa","Cấp Huyện"
"1.000833","Đăng ký quyền sử dụng đất lần đầu (cấp tỉnh - trường hợp chưa thành lập VP đăng ký đất đai)","000.00.00.G13","Bộ Tài nguyên và Môi trường","Đất đai","Cấp Tỉnh"
"1.000840","Hưởng bảo hiểm xã hội một lần","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo hiểm xã hội","Cấp Tỉnh"
"1.000842","Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Judo","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Thể dục thể thao","Cấp Tỉnh"
"1.000843","Thủ tục tặng danh hiệu Chiến sĩ thi đua cơ sở","000.00.00.G09","Bộ Nội vụ","Thi đua - khen thưởng","Cấp Huyện"
"1.000844","Thông báo hoạt động đối với tổ chức tư vấn về phòng, chống HIV/AIDS","000.00.00.G18","Bộ Y tế","Y tế Dự phòng","Cấp Tỉnh"
"1.000846","Hưởng lương hưu đối với người lao động đang tham gia bảo hiểm xã hội tự nguyện, người bảo lưu thời gian tham gia bảo hiểm xã hội","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo hiểm xã hội","Cấp Tỉnh"
"1.000847","Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Bóng bàn","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Thể dục thể thao","Cấp Tỉnh"
"1.000854","Cho phép người hành nghề được tiếp tục hành nghề khám bệnh, chữa bệnh sau khi bị đình chỉ hoạt động chuyên môn thuộc thẩm quyền của Sở Y tế","000.00.00.G18","Bộ Y tế","Khám bệnh, chữa bệnh","Cấp Tỉnh"
"1.000857","Hưởng lương hưu đối với người lao động đang tham gia bảo hiểm xã hội bắt buộc","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo hiểm xã hội","Cấp Tỉnh"
"1.000863","Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Billiards & Snooker","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Thể dục thể thao","Cấp Tỉnh"
"1.000874","Hưởng trợ cấp dưỡng sức, phục hồi sức khỏe sau ốm đau, thai sản","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo hiểm xã hội","Cấp Tỉnh"
"1.000883","Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh hoạt động thể thao đối với môn Bơi, Lặn","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Thể dục thể thao","Cấp Tỉnh"
"1.000893","Thủ tục đăng ký khai sinh có yếu tố nước ngoài cho người đã có hồ sơ, giấy tờ cá nhân","000.00.00.G15","Bộ Tư pháp","Hộ tịch","Cấp Huyện"
"1.000898","Thủ tục tặng Cờ thi đua cấp Bộ, ban, ngành, đoàn thể Trung ương, tỉnh, thành phố trực thuộc Trung ương theo đợt hoặc chuyên đề","000.00.00.G09","Bộ Nội vụ","Thi đua - khen thưởng","Cấp Tỉnh"
"1.000903","Thủ tục cấp Giấy phép đủ điều kiện kinh doanh dịch vụ karaoke (do cơ quan quản lý nhà nước về văn hóa cấp huyện cấp)","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Văn hóa","Cấp Huyện"
"1.000904","Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao tổ đối với môn Karate","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Thể dục thể thao","Cấp Tỉnh"
"1.000909","Hưởng chế độ thai sản đối với người mẹ nhờ mang thai hộ khi lao động nữ mang thai hộ sinh con","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo hiểm xã hội","Cấp Tỉnh"
"1.000919","Thủ tục cấp lại Giấy chứng nhận đăng ký hoạt động của cơ sở tư vấn về phòng, chống bạo lực gia đình (thẩm quyền của Uỷ ban nhân dân cấp tỉnh)","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Gia đình","Cấp Tỉnh"
"1.000920","Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Cầu lông","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Thể dục thể thao","Cấp Tỉnh"
"1.000922","Thủ tục cấp Giấy phép điều chỉnh Giấy phép đủ điều kiện kinh doanh dịch vụ vũ trường","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Văn hóa","Cấp Tỉnh"
"1.000924","Thủ tục Tặng danh hiệu Chiến sĩ thi đua cấp Bộ, ban, ngành đoàn thể Trung ương, tỉnh, thành phố trực thuộc Trung ương","000.00.00.G09","Bộ Nội vụ","Thi đua - khen thưởng","Cấp Tỉnh"
"1.000933","Thủ tục xét tặng Giấy khen Khu dân cư văn hóa","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Văn hóa","Cấp Huyện"
"1.000934","Thủ tục tặng Cờ thi đua cấp Bộ, ban, ngành, đoàn thể Trung ương, tỉnh, thành phố trực thuộc Trung ương","000.00.00.G09","Bộ Nội vụ","Thi đua - khen thưởng","Cấp Tỉnh"
"1.000936","Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Golf","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Thể dục thể thao","Cấp Tỉnh"
"1.000939","Cho phép thành lập cơ sở giáo dục mầm non, cơ sở giáo dục phổ thông có vốn đầu tư nước ngoài tại Việt Nam","000.00.00.G03","Bộ Giáo dục và Đào tạo","Đào tạo với nước ngoài","Cấp Tỉnh"
"1.000941","Hưởng chế độ thai sản đối với lao động nữ mang thai hộ khi sinh con","000.00.00.G07","Bộ Lao động - Thương binh và Xã hội","Bảo hiểm xã hội","Cấp Tỉnh"
"1.000942","Trả lại giấy phép nhận chìm (cấp tỉnh)","000.00.00.G13","Bộ Tài nguyên và Môi trường","Biển và hải đảo","Cấp Tỉnh"
"1.000943","Cấp lại giấy phép hoạt động dự báo, cảnh báo khí tượng thủy văn (cấp tỉnh)","000.00.00.G13","Bộ Tài nguyên và Môi trường","Khí tượng, thủy văn","Cấp Tỉnh"
"1.000953","Thủ tục cấp Giấy chứng nhận đủ điều kiện kinh doanh hoạt động thể thao đối với môn Yoga","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Thể dục thể thao","Cấp Tỉnh"
"1.000963","Thủ tục cấp Giấy phép điều chỉnh Giấy phép đủ điều kiện kinh doanh dịch vụ karaoke","000.00.00.G16","Bộ Văn hóa, Thể thao và Du lịch","Văn hóa","Cấp Tỉnh"
